session_date,split,expected_session,expected_open_utc,expected_close_utc,expected_open_et,expected_close_et,is_early_close,calendar_override,calendar_note,expected_minutes,expected_rth_minutes,observed_rows,observed_unique_minutes,missing_minutes,missing_rth_minutes,unexpected_minutes,invalid_rows,exact_duplicate_rows_removed,conflicting_duplicate_keys,symbol_count,symbols,contract_transitions,first_missing_utc,last_missing_utc,largest_missing_run_minutes,quality_status,session_usable,severity,exclusion_reasons
2021-09-01,development,True,2021-08-31T22:00:00+00:00,2021-09-01T21:00:00+00:00,2021-08-31T18:00:00-04:00,2021-09-01T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-02,development,True,2021-09-01T22:00:00+00:00,2021-09-02T21:00:00+00:00,2021-09-01T18:00:00-04:00,2021-09-02T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-03,development,True,2021-09-02T22:00:00+00:00,2021-09-03T21:00:00+00:00,2021-09-02T18:00:00-04:00,2021-09-03T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-06,development,True,2021-09-05T22:00:00+00:00,2021-09-06T17:00:00+00:00,2021-09-05T18:00:00-04:00,2021-09-06T13:00:00-04:00,True,False,,1140,210,1139,1139,1,0,0,0,0,0,1,MNQU1,0,2021-09-05T23:11:00+00:00,2021-09-05T23:11:00+00:00,1,excluded,False,high,missing_expected_minutes
2021-09-07,development,True,2021-09-06T22:00:00+00:00,2021-09-07T21:00:00+00:00,2021-09-06T18:00:00-04:00,2021-09-07T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-08,development,True,2021-09-07T22:00:00+00:00,2021-09-08T21:00:00+00:00,2021-09-07T18:00:00-04:00,2021-09-08T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-09,development,True,2021-09-08T22:00:00+00:00,2021-09-09T21:00:00+00:00,2021-09-08T18:00:00-04:00,2021-09-09T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-10,development,True,2021-09-09T22:00:00+00:00,2021-09-10T21:00:00+00:00,2021-09-09T18:00:00-04:00,2021-09-10T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-13,development,True,2021-09-12T22:00:00+00:00,2021-09-13T21:00:00+00:00,2021-09-12T18:00:00-04:00,2021-09-13T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQU1,0,,,0,pass,True,none,
2021-09-14,development,True,2021-09-13T22:00:00+00:00,2021-09-14T21:00:00+00:00,2021-09-13T18:00:00-04:00,2021-09-14T17:00:00-04:00,False,False,,1380,390,1379,1379,1,0,0,0,0,0,2,MNQU1|MNQZ1,1,2021-09-14T04:25:00+00:00,2021-09-14T04:25:00+00:00,1,excluded,False,high,missing_expected_minutes|multiple_contracts_within_session|roll_boundary_session
2021-09-15,development,True,2021-09-14T22:00:00+00:00,2021-09-15T21:00:00+00:00,2021-09-14T18:00:00-04:00,2021-09-15T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-16,development,True,2021-09-15T22:00:00+00:00,2021-09-16T21:00:00+00:00,2021-09-15T18:00:00-04:00,2021-09-16T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-17,development,True,2021-09-16T22:00:00+00:00,2021-09-17T21:00:00+00:00,2021-09-16T18:00:00-04:00,2021-09-17T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-20,development,True,2021-09-19T22:00:00+00:00,2021-09-20T21:00:00+00:00,2021-09-19T18:00:00-04:00,2021-09-20T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-21,development,True,2021-09-20T22:00:00+00:00,2021-09-21T21:00:00+00:00,2021-09-20T18:00:00-04:00,2021-09-21T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-22,development,True,2021-09-21T22:00:00+00:00,2021-09-22T21:00:00+00:00,2021-09-21T18:00:00-04:00,2021-09-22T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-23,development,True,2021-09-22T22:00:00+00:00,2021-09-23T21:00:00+00:00,2021-09-22T18:00:00-04:00,2021-09-23T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-24,development,True,2021-09-23T22:00:00+00:00,2021-09-24T21:00:00+00:00,2021-09-23T18:00:00-04:00,2021-09-24T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-27,development,True,2021-09-26T22:00:00+00:00,2021-09-27T21:00:00+00:00,2021-09-26T18:00:00-04:00,2021-09-27T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-28,development,True,2021-09-27T22:00:00+00:00,2021-09-28T21:00:00+00:00,2021-09-27T18:00:00-04:00,2021-09-28T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-29,development,True,2021-09-28T22:00:00+00:00,2021-09-29T21:00:00+00:00,2021-09-28T18:00:00-04:00,2021-09-29T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-09-30,development,True,2021-09-29T22:00:00+00:00,2021-09-30T21:00:00+00:00,2021-09-29T18:00:00-04:00,2021-09-30T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-01,development,True,2021-09-30T22:00:00+00:00,2021-10-01T21:00:00+00:00,2021-09-30T18:00:00-04:00,2021-10-01T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-04,development,True,2021-10-03T22:00:00+00:00,2021-10-04T21:00:00+00:00,2021-10-03T18:00:00-04:00,2021-10-04T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-05,development,True,2021-10-04T22:00:00+00:00,2021-10-05T21:00:00+00:00,2021-10-04T18:00:00-04:00,2021-10-05T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-06,development,True,2021-10-05T22:00:00+00:00,2021-10-06T21:00:00+00:00,2021-10-05T18:00:00-04:00,2021-10-06T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-07,development,True,2021-10-06T22:00:00+00:00,2021-10-07T21:00:00+00:00,2021-10-06T18:00:00-04:00,2021-10-07T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-08,development,True,2021-10-07T22:00:00+00:00,2021-10-08T21:00:00+00:00,2021-10-07T18:00:00-04:00,2021-10-08T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-11,development,True,2021-10-10T22:00:00+00:00,2021-10-11T21:00:00+00:00,2021-10-10T18:00:00-04:00,2021-10-11T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-12,development,True,2021-10-11T22:00:00+00:00,2021-10-12T21:00:00+00:00,2021-10-11T18:00:00-04:00,2021-10-12T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-13,development,True,2021-10-12T22:00:00+00:00,2021-10-13T21:00:00+00:00,2021-10-12T18:00:00-04:00,2021-10-13T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-14,development,True,2021-10-13T22:00:00+00:00,2021-10-14T21:00:00+00:00,2021-10-13T18:00:00-04:00,2021-10-14T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-15,development,True,2021-10-14T22:00:00+00:00,2021-10-15T21:00:00+00:00,2021-10-14T18:00:00-04:00,2021-10-15T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-18,development,True,2021-10-17T22:00:00+00:00,2021-10-18T21:00:00+00:00,2021-10-17T18:00:00-04:00,2021-10-18T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-19,development,True,2021-10-18T22:00:00+00:00,2021-10-19T21:00:00+00:00,2021-10-18T18:00:00-04:00,2021-10-19T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-20,development,True,2021-10-19T22:00:00+00:00,2021-10-20T21:00:00+00:00,2021-10-19T18:00:00-04:00,2021-10-20T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-21,development,True,2021-10-20T22:00:00+00:00,2021-10-21T21:00:00+00:00,2021-10-20T18:00:00-04:00,2021-10-21T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-22,development,True,2021-10-21T22:00:00+00:00,2021-10-22T21:00:00+00:00,2021-10-21T18:00:00-04:00,2021-10-22T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-25,development,True,2021-10-24T22:00:00+00:00,2021-10-25T21:00:00+00:00,2021-10-24T18:00:00-04:00,2021-10-25T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-26,development,True,2021-10-25T22:00:00+00:00,2021-10-26T21:00:00+00:00,2021-10-25T18:00:00-04:00,2021-10-26T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-27,development,True,2021-10-26T22:00:00+00:00,2021-10-27T21:00:00+00:00,2021-10-26T18:00:00-04:00,2021-10-27T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-28,development,True,2021-10-27T22:00:00+00:00,2021-10-28T21:00:00+00:00,2021-10-27T18:00:00-04:00,2021-10-28T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-10-29,development,True,2021-10-28T22:00:00+00:00,2021-10-29T21:00:00+00:00,2021-10-28T18:00:00-04:00,2021-10-29T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-01,development,True,2021-10-31T22:00:00+00:00,2021-11-01T21:00:00+00:00,2021-10-31T18:00:00-04:00,2021-11-01T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-02,development,True,2021-11-01T22:00:00+00:00,2021-11-02T21:00:00+00:00,2021-11-01T18:00:00-04:00,2021-11-02T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-03,development,True,2021-11-02T22:00:00+00:00,2021-11-03T21:00:00+00:00,2021-11-02T18:00:00-04:00,2021-11-03T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-04,development,True,2021-11-03T22:00:00+00:00,2021-11-04T21:00:00+00:00,2021-11-03T18:00:00-04:00,2021-11-04T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-05,development,True,2021-11-04T22:00:00+00:00,2021-11-05T21:00:00+00:00,2021-11-04T18:00:00-04:00,2021-11-05T17:00:00-04:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-08,development,True,2021-11-07T23:00:00+00:00,2021-11-08T22:00:00+00:00,2021-11-07T18:00:00-05:00,2021-11-08T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-09,development,True,2021-11-08T23:00:00+00:00,2021-11-09T22:00:00+00:00,2021-11-08T18:00:00-05:00,2021-11-09T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-10,development,True,2021-11-09T23:00:00+00:00,2021-11-10T22:00:00+00:00,2021-11-09T18:00:00-05:00,2021-11-10T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-11,development,True,2021-11-10T23:00:00+00:00,2021-11-11T22:00:00+00:00,2021-11-10T18:00:00-05:00,2021-11-11T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-12,development,True,2021-11-11T23:00:00+00:00,2021-11-12T22:00:00+00:00,2021-11-11T18:00:00-05:00,2021-11-12T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-15,development,True,2021-11-14T23:00:00+00:00,2021-11-15T22:00:00+00:00,2021-11-14T18:00:00-05:00,2021-11-15T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-16,development,True,2021-11-15T23:00:00+00:00,2021-11-16T22:00:00+00:00,2021-11-15T18:00:00-05:00,2021-11-16T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-17,development,True,2021-11-16T23:00:00+00:00,2021-11-17T22:00:00+00:00,2021-11-16T18:00:00-05:00,2021-11-17T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-18,development,True,2021-11-17T23:00:00+00:00,2021-11-18T22:00:00+00:00,2021-11-17T18:00:00-05:00,2021-11-18T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-19,development,True,2021-11-18T23:00:00+00:00,2021-11-19T22:00:00+00:00,2021-11-18T18:00:00-05:00,2021-11-19T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-22,development,True,2021-11-21T23:00:00+00:00,2021-11-22T22:00:00+00:00,2021-11-21T18:00:00-05:00,2021-11-22T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-23,development,True,2021-11-22T23:00:00+00:00,2021-11-23T22:00:00+00:00,2021-11-22T18:00:00-05:00,2021-11-23T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-24,development,True,2021-11-23T23:00:00+00:00,2021-11-24T22:00:00+00:00,2021-11-23T18:00:00-05:00,2021-11-24T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-25,development,True,2021-11-24T23:00:00+00:00,2021-11-25T18:00:00+00:00,2021-11-24T18:00:00-05:00,2021-11-25T13:00:00-05:00,True,False,,1140,210,1140,1140,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-26,development,True,2021-11-25T23:00:00+00:00,2021-11-26T18:15:00+00:00,2021-11-25T18:00:00-05:00,2021-11-26T13:15:00-05:00,True,False,,1155,225,1155,1155,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-29,development,True,2021-11-28T23:00:00+00:00,2021-11-29T22:00:00+00:00,2021-11-28T18:00:00-05:00,2021-11-29T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-11-30,development,True,2021-11-29T23:00:00+00:00,2021-11-30T22:00:00+00:00,2021-11-29T18:00:00-05:00,2021-11-30T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-01,development,True,2021-11-30T23:00:00+00:00,2021-12-01T22:00:00+00:00,2021-11-30T18:00:00-05:00,2021-12-01T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-02,development,True,2021-12-01T23:00:00+00:00,2021-12-02T22:00:00+00:00,2021-12-01T18:00:00-05:00,2021-12-02T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-03,development,True,2021-12-02T23:00:00+00:00,2021-12-03T22:00:00+00:00,2021-12-02T18:00:00-05:00,2021-12-03T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-06,development,True,2021-12-05T23:00:00+00:00,2021-12-06T22:00:00+00:00,2021-12-05T18:00:00-05:00,2021-12-06T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-07,development,True,2021-12-06T23:00:00+00:00,2021-12-07T22:00:00+00:00,2021-12-06T18:00:00-05:00,2021-12-07T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-08,development,True,2021-12-07T23:00:00+00:00,2021-12-08T22:00:00+00:00,2021-12-07T18:00:00-05:00,2021-12-08T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-09,development,True,2021-12-08T23:00:00+00:00,2021-12-09T22:00:00+00:00,2021-12-08T18:00:00-05:00,2021-12-09T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-10,development,True,2021-12-09T23:00:00+00:00,2021-12-10T22:00:00+00:00,2021-12-09T18:00:00-05:00,2021-12-10T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQZ1,0,,,0,pass,True,none,
2021-12-13,development,True,2021-12-12T23:00:00+00:00,2021-12-13T22:00:00+00:00,2021-12-12T18:00:00-05:00,2021-12-13T17:00:00-05:00,False,False,,1380,390,1379,1379,1,0,0,0,0,0,1,MNQZ1,0,2021-12-13T04:23:00+00:00,2021-12-13T04:23:00+00:00,1,excluded,False,high,missing_expected_minutes
2021-12-14,development,True,2021-12-13T23:00:00+00:00,2021-12-14T22:00:00+00:00,2021-12-13T18:00:00-05:00,2021-12-14T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,2,MNQZ1|MNQH2,1,,,0,excluded,False,high,multiple_contracts_within_session|roll_boundary_session
2021-12-15,development,True,2021-12-14T23:00:00+00:00,2021-12-15T22:00:00+00:00,2021-12-14T18:00:00-05:00,2021-12-15T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQH2,0,,,0,pass,True,none,
2021-12-16,development,True,2021-12-15T23:00:00+00:00,2021-12-16T22:00:00+00:00,2021-12-15T18:00:00-05:00,2021-12-16T17:00:00-05:00,False,False,,1380,390,1380,1380,0,0,0,0,0,0,1,MNQH2,0,,,0,pass,True,none,
